Content		Number of requests
sm27913287		2
sm16824557		2
sm26508076		2
sm50460		2
sm26227661		2
sm23055061		2
sm26627474		2
sm18254765		2
sm27729461		2
sm16150572		2
sm27948898		2
sm21650252		2
sm25166961		2
sm19494841		2
1424014210		2
sm27289936		2
sm4960197		2
sm13281074		2
sm22846931		2
sm15852817		2
sm21450776		2
sm23033220		2
sm17421617		2
sm22767621		2
nm16542842		2
sm25399263		2
sm1414048		2
sm27423304		2
sm27423301		2
sm26155718		2
sm5966562		2
sm17268368		2
sm24348725		2
sm23508712		2
sm19302421		2
sm21715273		2
sm22178345		2
sm27770139		2
sm24829739		2
sm27887568		2
sm26803919		2
sm18699905		2
sm27194767		2
sm27201854		2
sm7960388		2
sm5125314		2
sm22003156		2
sm7833310		2
sm14044689		2
1332025646		2
sm6701636		2
sm21895371		2
sm9170723		2
nm13311356		2
sm27265002		2
sm14032774		2
sm27850931		2
sm25578755		2
sm27401832		2
sm18774105		2
sm8388733		2
1408821621		2
sm17546546		2
sm9243304		2
sm3135375		2
sm17845882		2
nm19230259		2
sm11315614		2
sm16368369		2
sm9961534		2
sm8189341		2
sm24921052		2
sm13050397		2
sm7309545		2
1404436872		2
sm21749599		2
sm23755521		2
sm7880290		2
sm27922596		2
sm5928650		2
sm27916643		2
sm21465255		2
sm21163756		2
sm26213582		2
sm26221881		2
sm28013103		2
sm27765146		2
sm28010454		2
sm10489844		2
sm12842500		2
sm4276769		2
sm20604725		2
sm25219992		2
sm24486528		2
sm27883655		2
sm28017156		2
sm16727801		2
sm18012763		2
sm2270968		2
sm1983168		2
so27621959		2
sm6448841		2
sm703662		2
sm18649424		2
sm27465856		2
sm25234387		2
1368416571		2
sm26034019		2
sm25676701		2
sm24053181		2
sm11849977		2
sm10391771		2
sm5835366		2
sm5313503		2
sm27996853		2
sm12482152		2
sm27395503		2
sm6957917		2
sm26810237		2
sm24589557		2
sm16609611		2
sm26954379		2
sm24611920		2
sm9727938		2
1358408601		2
sm26588765		2
sm19633343		2
sm22378328		2
sm16682218		2
sm25713404		2
sm27768463		2
sm25662763		2
sm27523137		2
sm17277526		2
sm19732480		2
sm27544782		2
sm10795748		2
sm24434668		2
sm13749584		2
sm3687266		2
sm28023279		2
sm13498700		2
sm26812899		2
sm24720319		2
sm11972376		2
sm23747062		2
sm23385048		2
sm27774050		2
sm21532923		2
sm27933598		2
sm26958116		2
sm15996387		2
sm26282265		2
sm1401328		2
1445837651		2
sm20488476		2
sm9038401		2
sm1401405		2
sm22901097		2
sm23670311		2
sm27908150		2
sm7990358		2
1410067011		2
so27920665		2
sm22795235		2
sm26859836		2
sm10625905		2
sm22329423		2
sm28048027		2
sm26085109		2
1339504674		2
sm27418027		2
sm19892202		2
sm24791765		2
sm24909230		2
sm21366039		2
nm7280913		2
sm16435576		2
sm27492159		2
sm881064		2
sm26896255		2
so27865076		2
sm22101583		2
sm24425401		2
1448027058		2
sm27404462		2
sm26113624		2
sm27948753		2
sm19393059		2
sm27553324		2
sm21372902		2
sm27151976		2
sm11630877		2
sm24379432		2
sm8482502		2
sm27393389		2
sm3055567		2
sm27650951		2
sm24113216		2
sm16607250		2
sm26705866		2
sm23011034		2
sm27996967		2
sm27206616		2
sm27405330		2
sm25418681		2
sm21932230		2
sm22971083		2
sm27912167		2
sm25067716		2
sm23399683		2
sm23561736		2
sm4560297		2
sm27991335		2
sm25160455		2
sm27694323		2
sm18386823		2
sm18054200		2
sm10471885		2
sm25631721		2
sm24107486		2
sm4556255		2
sm25514435		2
sm27962469		2
sm24243260		2
sm23441579		2
sm26193297		2
sm14295519		2
sm3763487		2
sm6310483		2
sm26009343		2
sm21856096		2
sm16738399		2
sm27961430		2
sm21999631		2
sm5146379		2
sm23990780		2
sm27170251		2
sm13603264		2
sm12228051		2
sm13054454		2
sm25787616		2
sm17772330		2
sm21618041		2
sm12139125		2
sm2434187		2
sm9125322		2
sm13819099		2
sm8823052		2
sm22480993		2
sm14213600		2
sm24193269		2
sm5553518		2
1452766738		2
sm9989905		2
sm27965152		2
sm3750163		2
nm9262049		2
sm7016767		2
sm13214641		2
sm6957289		2
sm26844456		2
sm6600290		2
sm21957326		2
sm12181427		2
1299070414		2
sm18998440		2
sm18812404		2
nm2686600		2
sm27204280		2
sm27446834		2
1453135441		2
sm4589607		2
sm28003469		2
sm22147101		2
nm13173148		2
sm21683782		2
sm13261552		2
sm10183796		2
so27932765		2
sm24166537		2
sm27611497		2
sm1729079		2
sm27744647		2
sm27366977		2
sm27341801		2
sm14207351		2
sm27830498		2
sm27830493		2
sm19356702		2
sm28002734		2
sm27912699		2
sm11256494		2
sm17542811		2
sm21314939		2
sm17425437		2
sm27835517		2
sm27455079		2
sm27719859		2
sm26970195		2
sm28016162		2
sm1853071		2
sm9828243		2
sm25760132		2
sm24028258		2
sm22836119		2
sm1063294		2
sm25587790		2
sm27469980		2
sm9387052		2
sm21014101		2
sm21582367		2
sm13549778		2
sm23891402		2
sm3098080		2
sm27108708		2
sm26806598		2
sm26460670		2
sm227789		2
sm18008737		2
sm20293853		2
sm26938395		2
sm6463806		2
sm23178970		2
sm18517796		2
sm15603755		2
sm27338854		2
sm27516977		2
sm28019694		2
sm24255896		2
sm20972896		2
sm27994945		2
sm27994949		2
sm22471080		2
sm7021350		2
sm23540279		2
sm25667180		2
sm25651139		2
sm27613026		2
sm23412993		2
sm27949377		2
sm2895857		2
sm564539		2
sm18020824		2
sm11616533		2
sm28024005		2
sm26544269		2
sm20926640		2
sm1730162		2
sm27271651		2
1445736560		2
sm7386199		2
sm18967784		2
sm10445159		2
1401260968		2
sm16520598		2
sm26918013		2
sm14548273		2
sm13642993		2
sm23424663		2
sm26817222		2
sm25925823		2
sm5165556		2
sm5229881		2
sm26793376		2
sm12801971		2
sm11982972		2
sm1835202		2
sm512567		2
sm16063353		2
sm7370651		2
sm2080354		2
sm21014716		2
sm24797022		2
sm15074393		2
sm18503865		2
sm18503860		2
sm24722293		2
sm4027331		2
sm23223010		2
1272478502		2
sm26281445		2
sm2256499		2
sm3787152		2
sm10455678		2
nm9531087		2
1329105964		2
sm8298178		2
sm22664823		2
sm18095910		2
sm1087874		2
sm21350751		2
sm28008816		2
sm6928781		2
sm4179870		2
sm5471258		2
sm12730943		2
sm26086252		2
sm27812948		2
sm24141483		2
nm24828331		2
sm4996268		2
sm24592874		2
sm27982758		2
sm27827345		2
sm14211951		2
sm25592051		2
sm26820822		2
sm28015592		2
sm24899222		2
sm28007714		2
sm20652632		2
sm27446585		2
so27119200		2
sm12750876		2
sm27556144		2
sm27394994		2
sm27963272		2
so27994321		2
sm26789471		2
sm19906809		2
sm25369041		2
sm27433817		2
sm21798708		2
sm27071240		2
sm19018391		2
so24063173		2
sm12738562		2
sm27674956		2
sm27206519		2
sm11954758		2
sm27496701		2
sm11282678		2
sm26066033		2
sm1545716		2
sm13201940		2
sm6178225		2
sm7528173		2
sm27199814		2
sm22352832		2
sm27834959		2
sm25979196		2
sm27858155		2
sm27898598		2
sm27841649		2
sm23329446		2
sm26431359		2
sm26840389		2
sm2231816		2
sm26840382		2
sm15816963		2
sm16166437		2
sm23817499		2
nm6300852		2
sm19995443		2
sm27703990		2
sm3736375		2
sm24461328		2
sm26318682		2
sm27990925		2
sm27753900		2
sm17226445		2
sm1220494		2
sm28050689		2
sm27805286		2
sm27547944		2
sm23438956		2
sm9871068		2
1432217635		2
1357016049		2
sm27952273		2
sm12894313		2
1447143690		2
sm17543089		2
sm24575306		2
sm8703377		2
sm11194322		2
sm6207690		2
sm15383862		2
1345105697		2
sm25286724		2
sm22490248		2
sm16831817		2
sm11284809		2
sm21415797		2
sm25118461		2
sm27873550		2
sm25279697		2
sm27973261		2
sm1257561		2
sm6198181		2
sm27300251		2
sm17738490		2
sm20469472		2
sm26690051		2
sm14009643		2
sm23575023		2
sm25145911		2
sm13207528		2
sm1655275		2
sm6748848		2
sm19768151		2
sm27826183		2
sm4964652		2
sm10632551		2
sm24140449		2
sm20642930		2
sm26822473		2
sm27997519		2
sm27997516		2
sm27997517		2
sm26756905		2
sm27497554		2
sm28041393		2
sm20681749		2
sm18744189		2
sm13811718		2
sm21931595		2
sm15549106		2
sm16709782		2
sm11978162		2
sm18406287		2
sm12892556		2
sm27838987		2
sm27838982		2
sm22839023		2
sm19634488		2
sm20764165		2
sm10507862		2
sm27732441		2
sm27939642		2
sm6619628		2
sm17080892		2
sm18462720		2
sm23039161		2
sm24795525		2
sm5187401		2
sm27827635		2
sm22113832		2
sm25403730		2
sm15836939		2
sm19143459		2
sm26718718		2
sm25992242		2
sm27766292		2
sm17207385		2
sm27901293		2
sm26367876		2
sm27574142		2
sm9824344		2
sm19314604		2
sm27962032		2
sm21526227		2
sm19880652		2
sm26954137		2
sm25726459		2
sm27213317		2
sm24878866		2
sm24984694		2
sm24984695		2
sm9669869		2
sm27148824		2
sm27568543		2
sm23682399		2
sm18823615		2
sm8684306		2
sm2299372		2
sm23133756		2
sm16899447		2
sm24674951		2
sm4652961		2
sm22402564		2
1321508424		2
sm17111201		2
sm12355665		2
sm23246629		2
sm25922639		2
sm23632494		2
sm27262071		2
sm27969109		2
sm19593843		2
so28038298		2
sm6538081		2
sm28004348		2
sm25894947		2
sm12347825		2
sm27793300		2
sm23320008		2
sm19077492		2
sm28009696		2
sm16194356		2
sm17476015		2
sm28014266		2
sm22319541		2
sm21590003		2
sm21508371		2
sm17942614		2
sm24955438		2
sm119634		2
sm25139366		2
sm24259445		2
sm26850271		2
sm26389267		2
sm25658149		2
sm27851711		2
sm7837891		2
sm2264881		2
sm27744210		2
sm24295608		2
sm26294322		2
sm21870511		2
sm27989867		2
sm4451471		2
sm18164408		2
sm21837448		2
sm17653276		2
1453137060		2
sm27532678		2
sm20662324		2
sm25304846		2
sm21958654		2
1411173791		2
sm26964408		2
sm24421487		2
sm24058419		2
sm26575625		2
sm13169378		2
sm25797413		2
sm25188893		2
sm26934360		2
sm21145577		2
sm20397669		2
1295603173		2
sm26043173		2
nm5544541		2
sm26763629		2
so24452109		2
sm18311885		2
sm26779645		2
sm25786769		2
sm27450900		2
sm25418014		2
sm21255013		2
sm27753185		2
sm1569573		2
sm10792518		2
sm26680925		2
sm9383454		2
sm28026020		2
sm27972076		2
sm13391347		2
sm24565559		2
sm13676718		2
sm22759912		2
sm25781238		2
sm17989893		2
sm27629251		2
sm11357236		2
sm23596503		2
1448795009		2
sm15251289		2
sm6497205		2
sm26269897		2
1425736496		2
sm19734769		2
sm27554500		2
sm25878715		2
sm11468181		2
sm20530603		2
sm27677866		2
sm170905		2
sm23649440		2
sm28040407		2
sm26980603		2
sm26668873		2
sm23398849		2
1452574680		2
sm22029863		2
sm4749920		2
sm27900096		2
sm27680356		2
sm21098049		2
sm26740654		2
sm20297069		2
sm27332527		2
sm27976230		2
sm23788733		2
sm6563392		2
sm27995632		2
sm23739417		2
sm19525065		2
sm22222621		2
sm26817058		2
sm6047390		2
sm27732991		2
sm27106973		2
sm26651783		2
1452011173		2
sm17894427		2
sm23452955		2
sm14734167		2
sm23396657		2
sm13678500		2
1452761150		2
sm21590576		2
sm27913415		2
sm20826311		2
sm26784776		2
sm12920587		2
sm16833058		2
sm11983173		2
1422628527		2
sm19009286		2
sm13762468		2
sm14758416		2
sm19432977		2
sm27768349		2
sm25757646		2
sm6177164		2
sm27722583		2
sm27910141		2
sm27603859		2
sm22892918		2
sm22920421		2
sm27240247		2
sm8555864		2
sm25896215		2
sm25896214		2
sm17953675		2
1451486932		2
sm26538797		2
sm11286386		2
sm21370371		2
sm24415761		2
sm26789699		2
sm7144708		2
sm25534322		2
sm21799083		2
sm6420943		2
sm23931742		2
sm8074556		2
sm3374385		2
sm22997835		2
sm26964118		2
sm27286020		2
sm27055700		2
sm21230565		2
sm23222726		2
sm17609505		2
sm25697513		2
sm16965029		2
sm14052680		2
sm22164475		2
sm13472317		2
sm19076646		2
nm20345123		2
sm26973011		2
sm27420040		2
sm28009153		2
sm28009155		2
sm12496598		2
sm27114177		2
sm18843577		2
sm26488852		2
sm22269289		2
sm9238810		2
sm20840357		2
sm1749801		2
sm16711208		2
sm25943530		2
sm25698622		2
sm26012404		2
sm7735483		2
sm11697031		2
nm3660940		2
sm10512919		2
sm21095410		2
sm24830444		2
sm25324906		2
sm26439599		2
1276755205		2
sm26999821		2
sm25749284		2
sm24407439		2
sm27879849		2
sm6487899		2
nm10146683		2
sm20009983		2
sm24571900		2
sm24385694		2
1378212548		2
sm16243400		2
sm25127267		2
sm1417564		2
sm22705736		2
sm11155982		2
sm23057089		2
sm2904537		2
sm25961618		2
sm27961006		2
sm26984747		2
sm21652897		2
sm17912881		2
sm27989749		2
sm25884867		2
sm27567676		2
sm27917382		2
sm19004083		2
sm12821437		2
1453265524		2
sm9803558		2
sm4011672		2
sm27934307		2
sm27934301		2
sm12909641		2
sm21253526		2
sm25951827		2
sm12914534		2
sm154746		2
sm21631134		2
sm24806137		2
sm26232557		2
sm11537821		2
sm19963947		2
sm27343512		2
sm11854355		2
1451814796		2
sm13887749		2
sm25237045		2
sm11797893		2
sm25815760		2
sm27947625		2
sm26199783		2
sm23924725		2
sm11769938		2
sm26610743		2
sm17384939		2
sm26174399		2
nm4989574		2
sm7297204		2
sm17918656		2
nm15649925		2
1410923156		2
sm5870260		2
sm25070276		2
sm23883167		2
sm25437326		2
sm27820525		2
sm5434857		2
sm20010980		2
sm12165963		2
sm14374112		2
sm27655908		2
sm25349007		2
sm27649974		2
sm77245		2
sm25154219		2
sm17601165		2
sm27454668		2
sm18361453		2
sm19736618		2
sm18748936		2
sm22580873		2
1401341925		2
sm8242395		2
sm17408300		2
sm27292723		2
sm2461836		2
sm27717169		2
sm24404473		2
sm8365792		2
sm20392476		2
sm27615995		2
sm16687754		2
sm22966445		2
sm49030		2
sm27934710		2
sm12375784		2
sm17069009		2
sm24496171		2
sm5111351		2
sm20711835		2
sm27282785		2
sm14283464		2
sm25807471		2
sm27884879		2
sm13975063		2
sm18050804		2
sm25701568		2
1280980672		2
sm23813623		2
sm23554701		2
sm12621279		2
sm26979532		2
sm27949433		2
sm25349859		2
sm19387600		2
sm26744607		2
sm22090609		2
sm27753851		2
sm16142099		2
sm21720942		2
sm27777103		2
sm27314409		2
sm12437365		2
sm25166815		2
sm21034198		2
sm25348727		2
sm18980418		2
sm13676072		2
sm27957876		2
sm27572975		2
sm27957878		2
sm19492157		2
sm11597096		2
sm24865197		2
sm21196210		2
sm27850098		2
sm28016985		2
sm21950184		2
sm24832319		2
sm24217885		2
sm27635066		2
sm18714729		2
sm20631196		2
sm27807924		2
sm5959656		2
sm26251261		2
sm23311932		2
sm15233106		2
1401706767		2
sm26780435		2
sm23895356		2
sm26154153		2
sm3199310		2
sm27113861		2
sm27408836		2
sm27960216		2
sm19617917		2
sm28034176		2
sm28004188		2
sm12156466		2
sm18582620		2
sm17722343		2
sm27138339		2
sm12213586		2
sm17473586		2
sm12634648		2
sm15736490		2
sm22070508		2
sm8267110		2
sm27971314		2
sm27971312		2
sm27804646		2
sm27572120		2
sm12575018		2
sm25671125		2
sm24632335		2
sm15832647		2
sm15177272		2
sm750444		2
sm26837682		2
sm24952690		2
sm18949635		2
sm16003104		2
sm24939690		2
sm2629116		2
sm26165929		2
sm10877538		2
sm13407417		2
sm13440886		2
nm16889672		2
sm19293153		2
sm27695978		2
sm24759810		2
sm24521033		2
sm22840775		2
sm6283598		2
sm19240570		2
sm19663052		2
sm19367465		2
sm27841566		2
sm21845160		2
sm28011191		2
sm14159716		2
sm5297113		2
sm27946746		2
sm23885468		2
sm6360538		2
sm27976865		2
sm20739348		2
sm27648780		2
sm15882184		2
sm15440659		2
sm16586345		2
sm26851588		2
sm16421743		2
sm21083641		2
sm27430059		2
sm27842030		2
sm15385356		2
sm25856528		2
sm17750096		2
sm3681981		2
sm25915816		2
sm6167874		2
sm24266960		2
sm25311837		2
sm12513975		2
sm4524899		2
sm9738533		2
sm132057		2
sm22611995		2
sm22304863		2
sm27989325		2
sm27406580		2
sm17052356		2
sm13011490		2
sm28031359		2
sm5258933		2
sm19135279		2
sm9458329		2
sm9620453		2
sm26693131		2
sm25872351		2
sm18836162		2
1331890510		2
sm22328069		2
1250619072		2
sm23829665		2
sm16570665		2
sm9005779		2
sm27600956		2
sm27808951		2
sm15101046		2
sm27699330		2
sm25691730		2
sm22575686		2
sm8242456		2
sm27451205		2
sm27949974		2
sm27967059		2
sm27317886		2
sm19330658		2
sm27955905		2
sm4873097		2
sm13393110		2
so27958253		2
sm17572010		2
sm17663025		2
sm26440424		2
sm26948297		2
sm26948299		2
1439779807		2
sm27012974		2
sm17672390		2
sm27114501		2
sm18333382		2
sm23811849		2
so8383060		2
sm19687522		2
sm27535892		2
sm26986138		2
sm14987872		2
sm22683862		2
sm26130346		2
sm17296926		2
sm27680069		2
sm13619416		2
sm26949168		2
1438049954		2
sm21710161		2
sm13632039		2
sm27943209		2
sm18482727		2
sm22371516		2
sm21729553		2
sm12905623		2
sm12148335		2
sm12360687		2
sm27833434		2
sm27123975		2
sm24580410		2
sm18124771		2
sm13446466		2
sm232493		2
sm24977725		2
sm21171057		2
sm11092118		2
sm27988882		2
sm27589004		2
sm26770615		2
sm13405346		2
sm27977493		2
sm27216585		2
sm27652447		2
sm27960390		2
sm15096281		2
so27817101		2
sm18654080		2
sm20268521		2
sm24316291		2
sm25525244		2
sm9278392		2
sm27675079		2
sm27846934		2
sm7685464		2
sm2760718		2
sm22230991		2
sm25250339		2
sm25359122		2
sm25591109		2
sm25591108		2
1363292606		2
1452068810		2
sm17594305		2
sm3538485		2
sm21318482		2
sm25064286		2
sm17970146		2
sm26731168		2
sm25121185		2
sm28028593		2
sm28052785		2
so25564041		2
sm21960732		2
sm22835394		2
sm23126038		2
sm16512115		2
sm25442970		2
sm9763941		2
sm23162064		2
sm15927368		2
sm2793971		2
sm13011303		2
sm2860262		2
sm26592637		2
sm18031848		2
sm15279282		2
sm27221187		2
sm22615616		2
sm8108442		2
sm8368402		2
sm27108443		2
sm26764614		2
sm26797760		2
1442459886		2
sm14328812		2
1453256406		2
sm19043749		2
nm9611767		2
sm18217226		2
sm14835391		2
sm21047397		2
sm24568547		2
sm26585479		2
sm23708722		2
sm1521727		2
sm25027663		2
sm2490324		2
sm26790688		2
sm27947865		2
sm27290548		2
sm23450410		2
sm13658370		2
sm10957338		2
sm27997787		2
sm26699948		2
sm22628352		2
sm22628350		2
sm24184847		2
sm27911791		2
sm3499428		2
sm22277423		2
sm18155738		2
sm16929352		2
sm2830931		2
sm5669620		2
sm3593292		2
sm21298510		2
sm27383781		2
1422245661%22		2
1447036027		2
sm25570793		2
sm15520967		2
sm27995923		2
sm28014142		2
sm19116960		2
sm19257186		2
sm20430328		2
sm22520590		2
sm14835977		2
sm27990251		2
sm21846123		2
nm4970307		2
nm9537314		2
sm22614366		2
sm24161162		2
sm25014774		2
sm27188132		2
sm9795737		2
sm21900485		2
1206897078		2
sm16528693		2
sm6138567		2
sm17896770		2
sm23500961		2
sm244927		2
sm680100		2
sm19065655		2
sm28013296		2
sm26152565		2
sm27991121		2
sm6230196		2
sm13485401		2
sm27350607		2
sm27314036		2
sm25734991		2
sm19604888		2
sm16866005		2
sm26437807		2
sm27737351		2
sm27938569		2
sm13724463		2
sm24555031		2
sm22655578		2
sm2291718		2
sm24823452		2
sm26209899		2
sm27327123		2
sm26051488		2
sm26489637		2
so26723689		2
sm3783379		2
sm17288057		2
sm25224396		2
sm27724011		2
sm23147358		2
sm20533077		2
sm23829782		2
sm25027218		2
sm27908183		2
sm26199330		2
sm27995196		2
sm25691671		2
sm15264262		2
sm13		2
sm16		2
sm25326050		2
sm27949837		2
1386347320		2
sm20188739		2
nm20938365		2
sm25599537		2
sm28004575		2
sm24551833		2
sm25215117		2
sm27993502		2
sm26998453		2
sm28044397		2
1373893722		2
sm26503085		2
1452766103		2
sm18740300		2
sm16518535		2
sm19905443		2
sm14451955		2
sm25916873		2
sm12567537		2
sm16253162		2
sm21403108		2
sm26623003		2
sm28043624		2
sm8872296		2
sm27927338		2
sm2366935		2
sm26809675		2
1448760801		2
sm27273819		2
sm5043506		2
sm12221921		2
sm22648667		2
sm24145793		2
sm19961784		2
sm27366656		2
sm27983555		2
sm22856857		2
sm28001876		2
sm24398218		2
sm26780833		2
sm23426821		2
sm27858026		2
sm22732782		2
sm5171610		2
sm3616578		2
sm26989196		2
sm22692495		2
sm17802715		2
sm17433672		2
sm27975185		2
sm26629841		2
sm27473767		2
sm21871715		2
sm27747781		2
sm22102846		2
sm16960445		2
sm23551199		2
sm18979244		2
sm22789273		2
sm27444209		2
sm13792244		2
sm2019245		2
nm7303706		2
sm26654266		2
1453208765		2
sm23439738		2
nm6855392		2
sm23205782		2
sm25877039		2
sm6686944		2
sm17679308		2
sm27753732		2
sm26677722		2
sm27212994		2
sm19743601		2
sm9841508		2
sm27764751		2
sm6690364		2
sm197966		2
sm27415879		2
1439577150		2
sm20787194		2
sm20587424		2
sm27049828		2
sm27762672		2
sm5093460		2
1198231424		2
sm27589684		2
sm3315227		2
sm26637424		2
sm6030870		2
sm19967836		2
sm24503042		2
sm27083378		2
sm11991679		2
sm21801823		2
1451669255		2
1448196556		2
sm12577541		2
sm21406387		2
sm24070220		2
sm12196317		2
1452430809		2
sm27064597		2
sm12869327		2
sm27750418		2
sm19182015		2
sm1392141		2
sm13207630		2
sm19005013		2
sm26755462		2
sm26399357		2
sm7792987		2
sm21937231		2
sm28018572		2
sm26328632		2
sm21702605		2
sm26352349		2
sm11338601		2
sm25325216		2
sm23483773		2
sm27034698		2
sm15764671		2
sm23680013		2
sm25827986		2
sm24553321		2
sm25056900		2
sm5669785		2
sm25253879		2
sm27414350		2
sm11283058		2
sm27827927		2
sm20062270		2
sm8812482		2
sm27670106		2
sm26257345		2
sm27767236		2
sm20617572		2
sm26153558		2
sm8447870		2
sm27768578		2
sm27990196		2
sm26059189		2
sm4617490		2
sm9789479		2
sm27384541		2
sm27563000		2
sm21717832		2
sm27736728		2
sm14087038		2
sm27373325		2
sm25046191		2
sm25719791		2
sm9620699		2
sm14938192		2
sm19442730		2
sm14164671		2
sm27955706		2
sm27962327		2
sm26622225		2
sm25582098		2
sm26622221		2
sm22286799		2
1449756152		2
1439292182		2
sm15149580		2
sm25252986		2
sm24878911		2
sm24799492		2
so27279254		2
sm8793407		2
sm15466586		2
sm22140410		2
sm2386944		2
sm27991160		2
sm26145401		2
sm22520228		2
sm26295547		2
sm21942952		2
sm24127338		2
sm13431298		2
sm5552707		2
sm28033778		2
1346018915		2
sm27445060		2
sm21077889		2
sm9522634		2
sm1369552		2
sm20702142		2
1452862224		2
sm21302821		2
sm8802121		2
sm18276881		2
sm27247848		2
sm25006315		2
sm1062821		2
1426833614		2
sm5698939		2
sm13887463		2
sm26861687		2
sm22703756		2
sm27050570		2
sm17978181		2
sm381107		2
sm27435028		2
sm6930282		2
sm25882244		2
sm25760454		2
sm15199922		2
sm25710366		2
sm2305894		2
sm2646792		2
sm16598978		2
sm16757265		2
sm3194996		2
sm2959075		2
sm18743441		2
sm25371242		2
sm26107524		2
sm27974136		2
sm28009436		2
sm27995976		2
sm4389968		2
sm10429246		2
1444482626		2
sm523147		2
sm9212530		2
sm26372931		2
sm12348456		2
sm26502103		2
sm26414378		2
nm22203814		2
sm27016176		2
sm27307164		2
1390960572		2
sm26920214		2
sm26576225		2
sm27752344		2
sm28037215		2
